time,ticker,averagePrice,shares,value
1618272902834,BA,471.8,2,500.6
1618272902834,CCIV,35.766,16,351.2
1618272902834,AMC,13.11,10,86.2
1618272902834,TLRY,21.81,20,343.4
1618272902834,JETS,17.265,10,267.7
1618272902834,VNQ,80.836,5,471.45
1618272902834,PLTR,26.875,20,467.2
1618272902834,MARA,37.9,10,506
1618272902834,SOL,20.951,18,180.9
1618272902834,JMIA,37.52,8,283.84
1618273203355,TAN,71.648,10,844.9
1618273203355,AAPL,116.75,6,786.48
1618273203355,SNDL,.395,300,279
1618273203355,FRX,10.39,100,1001
1618273203355,MSFT,220.34,4,1023.6
1618273203355,TSLA,431.0525,4,2806.04
1618273203355,MMDA1,,942.16,942.16
1618273203355,EBS,93.79,4,303.52
1618273203355,AMD,66.902,18,1423.98
1618273203355,SPY,348.185,4,1647.16
1618273203355,VBK,233.753,3,840.27
1618273203355,GME,380,1,140.8
1618273203355,VISL,3.263,465,1218.3
1618273203355,TSM,109.15,4,483.6
1618273203355,NIO,42.059,16,592.48
1618273203355,BA,471.8,2,500.6
1618273203355,CCIV,35.766,16,351.2
1618273203355,AMC,13.11,10,86.2
1618273203355,TLRY,21.81,20,343.4
1618273203355,JETS,17.265,10,267.7
1618273203355,VNQ,80.836,5,471.45
1618273203355,PLTR,26.875,20,467.2
1618273203355,MARA,37.9,10,506
1618273203355,SOL,20.951,18,180.9
1618273203355,JMIA,37.52,8,283.84
1618273502816,TAN,71.648,10,844.9
1618273502818,AAPL,116.75,6,786.48
1618273502818,SNDL,.395,300,279
1618273502818,FRX,10.39,100,1001
1618273502818,MSFT,220.34,4,1023.6
1618273502818,TSLA,431.0525,4,2806.04
1618273502818,MMDA1,,942.16,942.16
1618273502818,EBS,93.79,4,303.52
1618273502818,AMD,66.902,18,1423.98
1618273502818,SPY,348.185,4,1647
1618273502818,VBK,233.753,3,840.27
1618273502818,GME,380,1,140.8
1618273502818,VISL,3.263,465,1218.3
1618273502818,TSM,109.15,4,483.6
1618273502818,NIO,42.059,16,592.48
1618273502818,BA,471.8,2,500.6
1618273502818,CCIV,35.766,16,351.2
1618273502818,AMC,13.11,10,86.2
1618273502818,TLRY,21.81,20,343.4
1618273502818,JETS,17.265,10,267.7
1618273502818,VNQ,80.836,5,471.45
1618273502818,PLTR,26.875,20,467.2
1618273502818,MARA,37.9,10,506
1618273502818,SOL,20.951,18,180.9
1618273502818,JMIA,37.52,8,283.84
1618273803368,TAN,71.648,10,844.9
1618273803369,AAPL,116.75,6,786.48
1618273803369,SNDL,.395,300,279
1618273803369,FRX,10.39,100,1001
1618273803369,MSFT,220.34,4,1023.6
1618273803369,TSLA,431.0525,4,2806.04
1618273803369,MMDA1,,942.16,942.16
1618273803369,EBS,93.79,4,303.52
1618273803369,AMD,66.902,18,1423.98
1618273803369,SPY,348.185,4,1646.8
1618273803369,VBK,233.753,3,840.27
1618273803369,GME,380,1,140.8
1618273803369,VISL,3.263,465,1218.3
1618273803369,TSM,109.15,4,483.6
1618273803369,NIO,42.059,16,592.48
1618273803369,BA,471.8,2,500.6
1618273803369,CCIV,35.766,16,351.2
1618273803369,AMC,13.11,10,86.2
1618273803369,TLRY,21.81,20,343.4
1618273803369,JETS,17.265,10,267.7
1618273803370,VNQ,80.836,5,471.45
1618273803370,PLTR,26.875,20,467.2
1618273803370,MARA,37.9,10,506
1618273803370,SOL,20.951,18,180.9
1618273803370,JMIA,37.52,8,283.84
1618274102809,TAN,71.648,10,844.9
1618274102816,AAPL,116.75,6,786.48
1618274102816,MSFT,220.34,4,1023.6
1618274102817,CCIV,35.766,16,351.2
1618274102817,TSLA,431.0525,4,2806.04
1618274102817,MMDA1,,942.16,942.16
1618274102817,AMC,13.11,10,86.2
1618274102817,TLRY,21.81,20,343.4
1618274102817,JETS,17.265,10,267.7
1618274102817,AMD,66.902,18,1423.98
1618274102817,VNQ,80.836,5,471.45
1618274102817,SPY,348.185,4,1646.84
1618274102817,VBK,233.753,3,840.27
1618274102817,PLTR,26.875,20,467.2
1618274102817,MARA,37.9,10,506
1618274102817,VISL,3.263,465,1218.3
1618274102817,SOL,20.951,18,180.9
1618274102818,JMIA,37.52,8,283.84
1618274102818,SNDL,.395,300,279
1618274102818,FRX,10.39,100,1001
1618274102818,EBS,93.79,4,303.52
1618274102818,GME,380,1,140.8
1618274102818,TSM,109.15,4,483.6
1618274102818,NIO,42.059,16,592.48
1618274102818,BA,471.8,2,500.6
1618274403274,TAN,71.648,10,844.9
1618274403277,AAPL,116.75,6,786.48
1618274403277,SNDL,.395,300,279
1618274403277,FRX,10.39,100,1001
1618274403277,MSFT,220.34,4,1023.6
1618274403277,TSLA,431.0525,4,2806.04
1618274403277,MMDA1,,942.16,942.16
1618274403277,EBS,93.79,4,303.52
1618274403277,AMD,66.902,18,1423.98
1618274403277,SPY,348.185,4,1646.56
1618274403277,VBK,233.753,3,840.27
1618274403277,GME,380,1,140.8
1618274403277,VISL,3.263,465,1218.3
1618274403277,TSM,109.15,4,483.6
1618274403277,NIO,42.059,16,592.48
1618274403277,BA,471.8,2,500.6
1618274403277,CCIV,35.766,16,351.2
1618274403277,AMC,13.11,10,86.2
1618274403277,TLRY,21.81,20,343.4
1618274403277,JETS,17.265,10,267.7
1618274403277,VNQ,80.836,5,471.45
1618274403277,PLTR,26.875,20,467.2
1618274403277,MARA,37.9,10,506
1618274403277,SOL,20.951,18,180.9
1618274403277,JMIA,37.52,8,283.84
1618274702771,TAN,71.648,10,844.9
1618274702772,AAPL,116.75,6,786.48
1618274702772,SNDL,.395,300,279
1618274702772,FRX,10.39,100,1001
1618274702772,MSFT,220.34,4,1023.6
1618274702772,TSLA,431.0525,4,2806.04
1618274702772,MMDA1,,942.16,942.16
1618274702772,EBS,93.79,4,303.52
1618274702772,AMD,66.902,18,1423.98
1618274702772,SPY,348.185,4,1646.56
1618274702773,VBK,233.753,3,840.27
1618274702773,GME,380,1,140.8
1618274702773,VISL,3.263,465,1218.3
1618274702773,TSM,109.15,4,483.6
1618274702773,NIO,42.059,16,592.48
1618274702773,BA,471.8,2,500.6
1618274702773,CCIV,35.766,16,351.2
1618274702773,AMC,13.11,10,86.2
1618274702773,TLRY,21.81,20,343.4
1618274702773,JETS,17.265,10,267.7
1618274702773,VNQ,80.836,5,471.45
1618274702773,PLTR,26.875,20,467.2
1618274702773,MARA,37.9,10,506
1618274702773,SOL,20.951,18,180.9
1618274702773,JMIA,37.52,8,283.84
1618275003257,TAN,71.648,10,844.9
1618275003260,AAPL,116.75,6,786.48
1618275003261,SNDL,.395,300,279
1618275003261,FRX,10.39,100,1001
1618275003261,MSFT,220.34,4,1023.6
1618275003261,TSLA,431.0525,4,2806.04
1618275003261,MMDA1,,942.16,942.16
1618275003261,EBS,93.79,4,303.52
1618275003261,AMD,66.902,18,1423.98
1618275003261,SPY,348.185,4,1646.56
1618275003261,VBK,233.753,3,840.27
1618275003261,GME,380,1,140.8
1618275003261,VISL,3.263,465,1218.3
1618275003261,TSM,109.15,4,483.6
1618275003261,NIO,42.059,16,592.48
1618275003261,BA,471.8,2,500.6
1618275003261,CCIV,35.766,16,351.2
1618275003261,AMC,13.11,10,86.2
1618275003261,TLRY,21.81,20,343.4
1618275003261,JETS,17.265,10,267.7
1618275003261,VNQ,80.836,5,471.45
1618275003261,PLTR,26.875,20,467.2
1618275003261,MARA,37.9,10,506
1618275003261,SOL,20.951,18,180.9
1618275003261,JMIA,37.52,8,283.84
1618275302790,TAN,71.648,10,844.9
1618275302795,AAPL,116.75,6,786.48
1618275302796,SNDL,.395,300,279
1618275302796,FRX,10.39,100,1001
1618275302796,MSFT,220.34,4,1023.6
1618275302796,TSLA,431.0525,4,2806.04
1618275302796,MMDA1,,942.16,942.16
1618275302796,EBS,93.79,4,303.52
1618275302796,AMD,66.902,18,1423.98
1618275302796,SPY,348.185,4,1646.56
1618275302796,VBK,233.753,3,840.27
1618275302796,GME,380,1,140.8
1618275302796,VISL,3.263,465,1218.3
1618275302796,TSM,109.15,4,483.6
1618275302796,NIO,42.059,16,592.48
1618275302796,BA,471.8,2,500.6
1618275302796,CCIV,35.766,16,351.2
1618275302796,AMC,13.11,10,86.2
1618275302796,TLRY,21.81,20,343.4
1618275302796,JETS,17.265,10,267.7
1618275302796,VNQ,80.836,5,471.45
1618275302796,PLTR,26.875,20,467.2
1618275302796,MARA,37.9,10,506
1618275302796,SOL,20.951,18,180.9
1618275302796,JMIA,37.52,8,283.84
1618300802610,TAN,71.648,10,847.1
1618300802611,AAPL,116.75,6,787.38
1618300802611,SNDL,.395,300,279
1618300802611,FRX,10.39,100,1001
1618300802611,MSFT,220.34,4,1024
1618300802611,TSLA,431.0525,4,2807.92
1618300802611,MMDA1,,942.16,942.16
1618300802611,EBS,93.79,4,303.44
1618300802611,AMD,66.902,18,1426.5
1618300802611,SPY,348.185,4,1646.96
1618300802611,VBK,233.753,3,840.27
1618300802611,GME,380,1,141.7
1618300802611,VISL,3.263,465,1236.9
1618300802611,TSM,109.15,4,484
1618300802611,NIO,42.059,16,594.24
1618300802611,BA,471.8,2,499.04
1618300802611,CCIV,35.766,16,352.48
1618300802611,AMC,13.11,10,88.1
1618300802611,TLRY,21.81,20,348.4
1618300802611,JETS,17.265,10,267.8
1618300802611,VNQ,80.836,5,471.45
1618300802611,PLTR,26.875,20,466.8
1618300802611,MARA,37.9,10,510
1618300802611,SOL,20.951,18,180.9
1618300802611,JMIA,37.52,8,283.84
1618301103102,TAN,71.648,10,847.1
1618301103110,AAPL,116.75,6,787.32
1618301103110,SNDL,.395,300,279
1618301103110,FRX,10.39,100,1001
1618301103110,MSFT,220.34,4,1024
1618301103110,TSLA,431.0525,4,2812.4
1618301103110,MMDA1,,942.16,942.16
1618301103110,EBS,93.79,4,303.44
1618301103110,AMD,66.902,18,1426.68
1618301103110,SPY,348.185,4,1647.08
1618301103110,VBK,233.753,3,840.27
1618301103110,GME,380,1,141.09
1618301103110,VISL,3.263,465,1218.3
1618301103110,TSM,109.15,4,484
1618301103110,NIO,42.059,16,594.24
1618301103110,BA,471.8,2,499.04
1618301103110,CCIV,35.766,16,352.32
1618301103110,AMC,13.11,10,87.5
1618301103110,TLRY,21.81,20,345
1618301103110,JETS,17.265,10,267.8
1618301103110,VNQ,80.836,5,471.45
1618301103110,PLTR,26.875,20,467.2
1618301103110,MARA,37.9,10,516.1
1618301103110,SOL,20.951,18,180.9
1618301103110,JMIA,37.52,8,283.84
1618301402588,TAN,71.648,10,847.1
1618301402588,AAPL,116.75,6,787.02
1618301402589,SNDL,.395,300,281.61
1618301402589,FRX,10.39,100,1001
1618301402589,MSFT,220.34,4,1024
1618301402589,TSLA,431.0525,4,2815.92
1618301402589,MMDA1,,942.16,942.16
1618301402589,EBS,93.79,4,303.44
1618301402589,AMD,66.902,18,1427.58
1618301402589,SPY,348.185,4,1646.8
1618301402589,VBK,233.753,3,840.27
1618301402589,GME,380,1,140.65
1618301402589,VISL,3.263,465,1250.85
1618301402589,TSM,109.15,4,484.96
1618301402589,NIO,42.059,16,594.24
1618301402589,BA,471.8,2,499.04
1618301402589,CCIV,35.766,16,352.48
1618301402589,AMC,13.11,10,86.6
1618301402589,TLRY,21.81,20,345
1618301402589,JETS,17.265,10,267.8
1618301402589,VNQ,80.836,5,471.45
1618301402589,PLTR,26.875,20,467.2
1618301402589,MARA,37.9,10,523.5
1618301402589,SOL,20.951,18,180.9
1618301402589,JMIA,37.52,8,283.84
1618301703027,TAN,71.648,10,847.1
1618301703030,AAPL,116.75,6,786.6
1618301703031,MSFT,220.34,4,1024
1618301703031,CCIV,35.766,16,352.48
1618301703031,TSLA,431.0525,4,2815.92
1618301703031,MMDA1,,942.16,942.16
1618301703031,AMC,13.11,10,86.3
1618301703031,TLRY,21.81,20,343.8
1618301703031,JETS,17.265,10,267.8
1618301703031,AMD,66.902,18,1430.28
1618301703031,VNQ,80.836,5,471.45
1618301703031,SPY,348.185,4,1646.96
1618301703031,VBK,233.753,3,840.27
1618301703031,PLTR,26.875,20,467.2
1618301703031,MARA,37.9,10,528.8
1618301703031,VISL,3.263,465,1218.3
1618301703031,SOL,20.951,18,180.9
1618301703031,JMIA,37.52,8,283.84
1618301703031,SNDL,.395,300,278.4
1618301703031,FRX,10.39,100,1001
1618301703031,EBS,93.79,4,303.44
1618301703031,GME,380,1,139.5
1618301703031,TSM,109.15,4,484.8
1618301703031,NIO,42.059,16,594.72
1618301703031,BA,471.8,2,500
1618302002670,TAN,71.648,10,847.1
1618302002671,AAPL,116.75,6,785.94
1618302002671,MSFT,220.34,4,1024
1618302002671,CCIV,35.766,16,352.48
1618302002671,TSLA,431.0525,4,2815.2
1618302002671,MMDA1,,942.16,942.16
1618302002671,AMC,13.11,10,86.8
1618302002671,TLRY,21.81,20,342
1618302002671,JETS,17.265,10,267.8
1618302002671,AMD,66.902,18,1430.1
1618302002671,VNQ,80.836,5,471.45
1618302002671,SPY,348.185,4,1646.72
1618302002671,VBK,233.753,3,840.27
1618302002671,PLTR,26.875,20,468
1618302002671,MARA,37.9,10,538.5
1618302002671,VISL,3.263,465,1218.3
1618302002671,SOL,20.951,18,180.9
1618302002671,JMIA,37.52,8,283.84
1618302002671,SNDL,.395,300,277.5
1618302002671,FRX,10.39,100,1001
1618302002671,EBS,93.79,4,303.44
1618302002671,GME,380,1,138.99
1618302002671,TSM,109.15,4,484.92
1618302002671,NIO,42.059,16,594.24
1618302002671,BA,471.8,2,500
1618302303130,TAN,71.648,10,847.1
1618302303133,AAPL,116.75,6,786.54
1618302303133,MSFT,220.34,4,1025.4
1618302303133,CCIV,35.766,16,352.48
1618302303133,TSLA,431.0525,4,2815.76
1618302303133,MMDA1,,942.16,942.16
1618302303133,AMC,13.11,10,87.4
1618302303133,TLRY,21.81,20,342
1618302303133,JETS,17.265,10,267.8
1618302303133,AMD,66.902,18,1430.1
1618302303133,VNQ,80.836,5,471.45
1618302303133,SPY,348.185,4,1647.04
1618302303133,VBK,233.753,3,840.27
1618302303133,PLTR,26.875,20,468
1618302303133,MARA,37.9,10,530
1618302303133,VISL,3.263,465,1218.3
1618302303134,SOL,20.951,18,180.9
1618302303134,JMIA,37.52,8,283.84
1618302303134,SNDL,.395,300,275.1
1618302303134,FRX,10.39,100,1001
1618302303134,EBS,93.79,4,303.44
1618302303134,GME,380,1,140
1618302303134,TSM,109.15,4,484.96
1618302303134,NIO,42.059,16,594.56
1618302303134,BA,471.8,2,500
1618302602662,TAN,71.648,10,847.1
1618302602662,AAPL,116.75,6,786.24
1618302602663,SNDL,.395,300,274.5
1618302602663,FRX,10.39,100,1001
1618302602663,MSFT,220.34,4,1024
1618302602663,TSLA,431.0525,4,2820
1618302602663,MMDA1,,942.16,942.16
1618302602663,EBS,93.79,4,303.44
1618302602663,AMD,66.902,18,1429.92
1618302602663,SPY,348.185,4,1647.12
1618302602663,VBK,233.753,3,840.27
1618302602663,GME,380,1,139.8
1618302602663,VISL,3.263,465,1218.3
1618302602663,TSM,109.15,4,484.96
1618302602663,NIO,42.059,16,596
1618302602663,BA,471.8,2,500
1618302602663,CCIV,35.766,16,352.48
1618302602663,AMC,13.11,10,87.2
1618302602663,TLRY,21.81,20,342
1618302602663,JETS,17.265,10,267.8
1618302602663,VNQ,80.836,5,471.45
1618302602663,PLTR,26.875,20,467.8
1618302602663,MARA,37.9,10,536.5
1618302602663,SOL,20.951,18,180.9
1618302602663,JMIA,37.52,8,283.84
1618302903123,TAN,71.648,10,847.1
1618302903125,AAPL,116.75,6,786
1618302903125,MSFT,220.34,4,1024
1618302903125,CCIV,35.766,16,352.48
1618302903125,TSLA,431.0525,4,2827
1618302903125,MMDA1,,942.16,942.16
1618302903125,AMC,13.11,10,87.2
1618302903125,TLRY,21.81,20,343.8
1618302903125,JETS,17.265,10,267.8
1618302903125,AMD,66.902,18,1430.1
1618302903125,VNQ,80.836,5,471.45
1618302903125,SPY,348.185,4,1646.96
1618302903125,VBK,233.753,3,840.27
1618302903125,PLTR,26.875,20,467.4
1618302903126,MARA,37.9,10,534
1618302903126,VISL,3.263,465,1213.65
1618302903126,SOL,20.951,18,180.9
1618302903126,JMIA,37.52,8,283.84
1618302903126,SNDL,.395,300,274.2
1618302903126,FRX,10.39,100,1001
1618302903126,EBS,93.79,4,303.44
1618302903126,GME,380,1,139.44
1618302903126,TSM,109.15,4,485
1618302903126,NIO,42.059,16,595.52
1618302903126,BA,471.8,2,500
1618303202609,TAN,71.648,10,847.1
1618303202610,AAPL,116.75,6,786.54
1618303202611,SNDL,.395,300,273.6
1618303202611,FRX,10.39,100,1001
1618303202611,MSFT,220.34,4,1024
1618303202611,TSLA,431.0525,4,2828.92
1618303202611,MMDA1,,942.16,942.16
1618303202611,EBS,93.79,4,303.44
1618303202611,AMD,66.902,18,1429.92
1618303202611,SPY,348.185,4,1646.88
1618303202611,VBK,233.753,3,840.27
1618303202611,GME,380,1,139.8
1618303202611,VISL,3.263,465,1213.65
1618303202611,TSM,109.15,4,484.96
1618303202611,NIO,42.059,16,597.92
1618303202611,BA,471.8,2,500
1618303202611,CCIV,35.766,16,352.8
1618303202611,AMC,13.11,10,87.2
1618303202611,TLRY,21.81,20,343.8
1618303202611,JETS,17.265,10,267.8
1618303202611,VNQ,80.836,5,471.45
1618303202611,PLTR,26.875,20,467.8
1618303202611,MARA,37.9,10,535
1618303202611,SOL,20.951,18,180.9
1618303202611,JMIA,37.52,8,283.84
1618303503041,TAN,71.648,10,847.1
1618303503047,AAPL,116.75,6,786.24
1618303503047,SNDL,.395,300,272.25
1618303503047,FRX,10.39,100,1001
1618303503047,MSFT,220.34,4,1024.8
1618303503047,TSLA,431.0525,4,2832.6800000000003
1618303503047,MMDA1,,942.16,942.16
1618303503047,EBS,93.79,4,303.44
1618303503047,AMD,66.902,18,1428.3
1618303503047,SPY,348.185,4,1646.92
1618303503047,VBK,233.753,3,840.27
1618303503047,GME,380,1,139.44
1618303503047,VISL,3.263,465,1213.65
1618303503047,TSM,109.15,4,484.96
1618303503047,NIO,42.059,16,596.96
1618303503047,BA,471.8,2,500
1618303503047,CCIV,35.766,16,352.48
1618303503047,AMC,13.11,10,87.2
1618303503047,TLRY,21.81,20,343.8
1618303503047,JETS,17.265,10,267.8
1618303503047,VNQ,80.836,5,471.45
1618303503047,PLTR,26.875,20,467.8
1618303503047,MARA,37.9,10,533.8
1618303503047,SOL,20.951,18,180.9
1618303503047,JMIA,37.52,8,283.84
1618303802570,TAN,71.648,10,847.1
1618303802575,AAPL,116.75,6,785.94
1618303802576,SNDL,.395,300,273
1618303802576,FRX,10.39,100,1001
1618303802576,MSFT,220.34,4,1024.92
1618303802576,TSLA,431.0525,4,2848
1618303802576,MMDA1,,942.16,942.16
1618303802576,EBS,93.79,4,303.44
1618303802576,AMD,66.902,18,1428.48
1618303802576,SPY,348.185,4,1646.72
1618303802576,VBK,233.753,3,840.27
1618303802576,GME,380,1,139.8
1618303802576,VISL,3.263,465,1218.3
1618303802576,TSM,109.15,4,484.8
1618303802576,NIO,42.059,16,596.8
1618303802576,BA,471.8,2,500
1618303802576,CCIV,35.766,16,352.48
1618303802576,AMC,13.11,10,87.2
1618303802576,TLRY,21.81,20,343.8
1618303802576,JETS,17.265,10,267.8
1618303802576,VNQ,80.836,5,471.45
1618303802576,PLTR,26.875,20,467.6
1618303802576,MARA,37.9,10,533
1618303802576,SOL,20.951,18,180.9
1618303802576,JMIA,37.52,8,283.84
1618304103062,TAN,71.648,10,847.1
1618304103063,AAPL,116.75,6,785.7
1618304103063,MSFT,220.34,4,1024.2
1618304103063,CCIV,35.766,16,352.48
1618304103063,TSLA,431.0525,4,2847.8
1618304103063,MMDA1,,942.16,942.16
1618304103063,AMC,13.11,10,87.2
1618304103063,TLRY,21.81,20,343.8
1618304103063,JETS,17.265,10,267.9
1618304103063,AMD,66.902,18,1428.48
1618304103063,VNQ,80.836,5,471.45
1618304103063,SPY,348.185,4,1646.56
1618304103063,VBK,233.753,3,840.27
1618304103063,PLTR,26.875,20,467.4
1618304103063,MARA,37.9,10,533
1618304103063,VISL,3.263,465,1218.3
1618304103063,SOL,20.951,18,180.9
1618304103063,JMIA,37.52,8,283.84
1618304103063,SNDL,.395,300,273.6
1618304103063,FRX,10.39,100,1001
1618304103063,EBS,93.79,4,303.44
1618304103063,GME,380,1,139.8
1618304103063,TSM,109.15,4,484.8
1618304103063,NIO,42.059,16,597.6
1618304103063,BA,471.8,2,500
1618304402511,TAN,71.648,10,847.1
1618304402515,AAPL,116.75,6,785.58
1618304402515,SNDL,.395,300,273.9
1618304402515,FRX,10.39,100,1001
1618304402515,MSFT,220.34,4,1024.2
1618304402515,TSLA,431.0525,4,2846
1618304402515,MMDA1,,942.16,942.16
1618304402515,EBS,93.79,4,303.44
1618304402515,AMD,66.902,18,1428.66
1618304402515,SPY,348.185,4,1646.6
1618304402515,VBK,233.753,3,840.27
1618304402515,GME,380,1,139.8
1618304402515,VISL,3.263,465,1218.3
1618304402515,TSM,109.15,4,484.36
1618304402515,NIO,42.059,16,597.12
1618304402515,BA,471.8,2,500
1618304402515,CCIV,35.766,16,352.48
1618304402515,AMC,13.11,10,87.2
1618304402515,TLRY,21.81,20,343.8
1618304402515,JETS,17.265,10,267.9
1618304402515,VNQ,80.836,5,471.45
1618304402515,PLTR,26.875,20,467.6
1618304402515,MARA,37.9,10,534
1618304402516,SOL,20.951,18,180.9
1618304402516,JMIA,37.52,8,283.84
1618304703013,TAN,71.648,10,847.1
1618304703014,AAPL,116.75,6,785.28
1618304703014,SNDL,.395,300,276
1618304703014,FRX,10.39,100,1001
1618304703014,MSFT,220.34,4,1023.64
1618304703014,TSLA,431.0525,4,2836
1618304703014,MMDA1,,942.16,942.16
1618304703014,EBS,93.79,4,303.44
1618304703014,AMD,66.902,18,1428.66
1618304703014,SPY,348.185,4,1646.52
1618304703014,VBK,233.753,3,840.27
1618304703014,GME,380,1,139.8
1618304703014,VISL,3.263,465,1218.3
1618304703014,TSM,109.15,4,484
1618304703014,NIO,42.059,16,597.44
1618304703014,BA,471.8,2,500.02
1618304703014,CCIV,35.766,16,352
1618304703014,AMC,13.11,10,87.2
1618304703014,TLRY,21.81,20,343.8
1618304703014,JETS,17.265,10,267.9
1618304703014,VNQ,80.836,5,471.45
1618304703014,PLTR,26.875,20,468
1618304703014,MARA,37.9,10,533
1618304703014,SOL,20.951,18,180.9
1618304703014,JMIA,37.52,8,283.84
1618305002503,TAN,71.648,10,847.1
1618305002503,AAPL,116.75,6,784.98
1618305002503,SNDL,.395,300,275.7
1618305002503,FRX,10.39,100,1001
1618305002503,MSFT,220.34,4,1023.64
1618305002504,TSLA,431.0525,4,2840.36
1618305002504,MMDA1,,942.16,942.16
1618305002504,EBS,93.79,4,303.44
1618305002504,AMD,66.902,18,1428.66
1618305002504,SPY,348.185,4,1646.56
1618305002504,VBK,233.753,3,840.27
1618305002504,GME,380,1,140
1618305002504,VISL,3.263,465,1218.3
1618305002504,TSM,109.15,4,484
1618305002504,NIO,42.059,16,597.28
1618305002504,BA,471.8,2,500
1618305002504,CCIV,35.766,16,350.4
1618305002504,AMC,13.11,10,87.5
1618305002504,TLRY,21.81,20,343.8
1618305002504,JETS,17.265,10,267.9
1618305002504,VNQ,80.836,5,471.45
1618305002504,PLTR,26.875,20,468
1618305002504,MARA,37.9,10,534
1618305002504,SOL,20.951,18,180.9
1618305002504,JMIA,37.52,8,283.84
1618305302958,TAN,71.648,10,847.1
1618305302962,AAPL,116.75,6,785.64
1618305302962,SNDL,.395,300,275.49
1618305302962,FRX,10.39,100,1001
1618305302962,MSFT,220.34,4,1023.64
1618305302962,TSLA,431.0525,4,2841.48
1618305302962,MMDA1,,942.16,942.16
1618305302962,EBS,93.79,4,303.44
1618305302962,AMD,66.902,18,1427.58
1618305302962,SPY,348.185,4,1646.56
1618305302962,VBK,233.753,3,840.27
1618305302962,GME,380,1,140
1618305302962,VISL,3.263,465,1232.25
1618305302962,TSM,109.15,4,484.04
1618305302962,NIO,42.059,16,596.48
1618305302962,BA,471.8,2,500.2
1618305302962,CCIV,35.766,16,352
1618305302962,AMC,13.11,10,87.6
1618305302962,TLRY,21.81,20,343.8
1618305302962,JETS,17.265,10,267.9
1618305302962,VNQ,80.836,5,471.45
1618305302962,PLTR,26.875,20,469
1618305302962,MARA,37.9,10,537.3
1618305302962,SOL,20.951,18,180.9
1618305302963,JMIA,37.52,8,283.84
1618305603470,TAN,71.648,10,847.1
1618305603473,AAPL,116.75,6,785.7
1618305603473,SNDL,.395,300,275.4
1618305603473,FRX,10.39,100,1001
1618305603473,MSFT,220.34,4,1024.96
1618305603473,TSLA,431.0525,4,2841
1618305603473,MMDA1,,942.16,942.16
1618305603473,EBS,93.79,4,303.44
1618305603473,AMD,66.902,18,1425.42
1618305603473,SPY,348.185,4,1647.2
1618305603473,VBK,233.753,3,840.27
1618305603473,GME,380,1,140
1618305603473,VISL,3.263,465,1232.25
1618305603473,TSM,109.15,4,484.32
1618305603473,NIO,42.059,16,596.48
1618305603473,BA,471.8,2,500.2
1618305603473,CCIV,35.766,16,351.2
1618305603473,AMC,13.11,10,88
1618305603473,TLRY,21.81,20,343.8
1618305603473,JETS,17.265,10,267.9
